File name, linenumber, Report info
BenchmarkTest02793,57,Connection.prepareStatement Scary5 High confidence
BenchmarkTest02794,60,Connection.prepareStatement Scary5 High confidence
BenchmarkTest02795,62,Connection.prepareStatement Scary5 High confidence
BenchmarkTest02796,56,Statement.addBatch Scary5 High confidence
BenchmarkTest02797,61,Statement.addBatch Scary5 High confidence
BenchmarkTest02798,56,Statement.addBatch Scary5 High confidence
BenchmarkTest02799,64,Statement.execute Scary5 High confidence
BenchmarkTest02800,69,Statement.execute Scary7 Normal confidence
BenchmarkTest02801,64,Statement.execute Scary5 High confidence
BenchmarkTest02802,62,Statement.execute Scary5 High confidence
BenchmarkTest02803,70,Statement.execute Scary7 Normal confidence
BenchmarkTest02804,56,Statement.execute Scary5 High confidence
BenchmarkTest02805,56,Statement.execute Scary5 High confidence
BenchmarkTest02806,64,Statement.execute Scary5 High confidence
BenchmarkTest02807,56,Statement.execute Scary5 High confidence
BenchmarkTest02808,57,Statement.execute Scary7 Normal confidence
BenchmarkTest02809,57,Statement.execute Scary5 High confidence
BenchmarkTest02810,59,Statement.execute Scary5 High confidence
BenchmarkTest02811,75,Statement.execute Scary5 High confidence
BenchmarkTest02812,62,Statement.execute Scary5 High confidence
BenchmarkTest02813,62,Statement.execute Scary5 High confidence
BenchmarkTest02814,57,Statement.execute Scary7 Normal confidence
BenchmarkTest02815,62,Statement.execute Scary5 High confidence
BenchmarkTest02816,62,Statement.execute Scary5 High confidence
BenchmarkTest02817,56,Statement.execute Scary5 High confidence
BenchmarkTest02818,61,Statement.execute Scary5 High confidence
BenchmarkTest02819,62,Statement.execute Scary5 High confidence
BenchmarkTest02820,64,Statement.execute Scary5 High confidence
BenchmarkTest02821,62,Statement.execute Scary5 High confidence
BenchmarkTest02822,62,Statement.execute Scary5 High confidence
BenchmarkTest02823,62,Statement.execute Scary5 High confidence
BenchmarkTest02824,56,Statement.executeQuery Scary5 High confidence
BenchmarkTest02825,56,Statement.executeQuery Scary5 High confidence
BenchmarkTest02826,69,Statement.executeQuery Scary7 Normal confidence
BenchmarkTest02827,62,Statement.executeQuery Scary5 High confidence
BenchmarkTest02828,57,Statement.executeQuery Scary7 Normal confidence
BenchmarkTest02829,64,Statement.executeQuery Scary5 High confidence
BenchmarkTest02830,75,Statement.executeQuery Scary5 High confidence
BenchmarkTest02831,57,Statement.executeUpdate Scary7 Normal confidence
BenchmarkTest02832,69,Statement.executeUpdate Scary7 Normal confidence
BenchmarkTest02833,62,Statement.executeUpdate Scary5 High confidence
BenchmarkTest02834,62,Statement.executeUpdate Scary5 High confidence
BenchmarkTest02835,75,Statement.executeUpdate Scary5 High confidence
BenchmarkTest02836,56,Statement.executeUpdate Scary5 High confidence
BenchmarkTest02837,56,Statement.executeUpdate Scary5 High confidence
BenchmarkTest02838,69,Statement.executeUpdate Scary7 Normal confidence
BenchmarkTest02839,62,Statement.executeUpdate Scary5 High confidence
BenchmarkTest02840,62,Statement.executeUpdate Scary5 High confidence
BenchmarkTest02841,64,Statement.executeUpdate Scary5 High confidence
BenchmarkTest02842,57,Statement.executeUpdate Scary7 Normal confidence
BenchmarkTest02843,56,Statement.executeUpdate Scary5 High confidence
BenchmarkTest02844,62,Statement.executeUpdate Scary5 High confidence
BenchmarkTest02845,62,Statement.executeUpdate Scary5 High confidence
BenchmarkTest02846,75,Statement.executeUpdate Scary5 High confidence
BenchmarkTest02847,59,Statement.executeUpdate Scary5 High confidence
BenchmarkTest02848,64,Statement.executeUpdate Scary5 High confidence
BenchmarkTest02849,57,Statement.executeUpdate Scary7 Normal confidence
BenchmarkTest02850,62,Statement.executeUpdate Scary5 High confidence
BenchmarkTest02851,62,Statement.executeUpdate Scary5 High confidence
BenchmarkTest02852,70,Statement.executeUpdate Scary7 Normal confidence
BenchmarkTest02853,56,Statement.executeUpdate Scary5 High confidence
BenchmarkTest02854,56,Statement.executeUpdate Scary5 High confidence
BenchmarkTest02855,57,Statement.executeUpdate Scary5 High confidence
BenchmarkTest02856,56,Statement.executeUpdate Scary5 High confidence
BenchmarkTest02857,59,Statement.executeUpdate Scary5 High confidence
BenchmarkTest02858,75,Statement.executeUpdate Scary5 High confidence
BenchmarkTest03377,57,Connection.prepareCall Scary5 High confidence
BenchmarkTest03378,58,Connection.prepareCall Scary5 High confidence
BenchmarkTest03379,58,Connection.prepareCall Scary5 High confidence
BenchmarkTest03380,58,Connection.prepareCall Scary5 High confidence
BenchmarkTest03381,66,Connection.prepareCall Scary7 Normal confidence
BenchmarkTest03382,52,Connection.prepareCall Scary5 High confidence
BenchmarkTest03383,53,Connection.prepareCall Scary5 High confidence
BenchmarkTest03384,71,Connection.prepareCall Scary5 High confidence
BenchmarkTest03385,53,Connection.prepareCall Scary7 Normal confidence
BenchmarkTest03386,52,Connection.prepareCall Scary5 High confidence
BenchmarkTest03387,53,Connection.prepareCall Scary7 Normal confidence
BenchmarkTest03388,52,Connection.prepareCall Scary5 High confidence
BenchmarkTest03389,58,Connection.prepareCall Scary5 High confidence
BenchmarkTest03390,60,Connection.prepareStatement Scary5 High confidence
BenchmarkTest03391,53,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest03392,58,Connection.prepareStatement Scary5 High confidence
BenchmarkTest03393,60,Connection.prepareStatement Scary5 High confidence
BenchmarkTest03394,58,Connection.prepareStatement Scary5 High confidence
BenchmarkTest03395,58,Connection.prepareStatement Scary5 High confidence
BenchmarkTest03396,58,Connection.prepareStatement Scary5 High confidence
BenchmarkTest03397,57,Connection.prepareStatement Scary5 High confidence
BenchmarkTest03398,65,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest03399,53,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest03400,66,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest03401,58,Connection.prepareStatement Scary5 High confidence
BenchmarkTest03402,71,Connection.prepareStatement Scary5 High confidence
BenchmarkTest03403,52,Connection.prepareStatement Scary5 High confidence
BenchmarkTest03404,52,Connection.prepareStatement Scary5 High confidence
BenchmarkTest03405,58,Connection.prepareStatement Scary5 High confidence
BenchmarkTest03406,60,Connection.prepareStatement Scary5 High confidence
BenchmarkTest03407,52,Connection.prepareStatement Scary5 High confidence
BenchmarkTest03408,53,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest03409,52,Connection.prepareStatement Scary5 High confidence
BenchmarkTest03410,57,Connection.prepareStatement Scary5 High confidence
BenchmarkTest03411,66,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest03412,58,Connection.prepareStatement Scary5 High confidence
BenchmarkTest03413,52,Connection.prepareStatement Scary5 High confidence
BenchmarkTest03414,53,Connection.prepareStatement Scary5 High confidence
BenchmarkTest03415,56,Connection.prepareStatement Scary5 High confidence
BenchmarkTest03416,55,Connection.prepareStatement Scary5 High confidence
BenchmarkTest03417,58,Connection.prepareStatement Scary5 High confidence
BenchmarkTest03418,56,Connection.prepareStatement Scary5 High confidence
BenchmarkTest03419,55,Connection.prepareStatement Scary5 High confidence
BenchmarkTest03420,71,Connection.prepareStatement Scary5 High confidence
BenchmarkTest03421,60,Connection.prepareStatement Scary5 High confidence
BenchmarkTest03422,58,Connection.prepareStatement Scary5 High confidence
BenchmarkTest03423,66,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest03424,58,Connection.prepareStatement Scary5 High confidence
BenchmarkTest03425,52,Connection.prepareStatement Scary5 High confidence
BenchmarkTest03426,53,Connection.prepareStatement Scary5 High confidence
BenchmarkTest03427,55,Connection.prepareStatement Scary5 High confidence
BenchmarkTest03428,71,Connection.prepareStatement Scary5 High confidence
BenchmarkTest03429,60,Statement.addBatch Scary5 High confidence
BenchmarkTest03430,53,Statement.addBatch Scary7 Normal confidence
BenchmarkTest03431,65,Statement.addBatch Scary7 Normal confidence
BenchmarkTest03432,58,Statement.addBatch Scary5 High confidence
BenchmarkTest03433,58,Statement.addBatch Scary5 High confidence
BenchmarkTest03434,71,Statement.addBatch Scary5 High confidence
BenchmarkTest03435,52,Statement.execute Scary5 High confidence
BenchmarkTest03436,58,Statement.execute Scary5 High confidence
BenchmarkTest03437,53,Statement.execute Scary5 High confidence
BenchmarkTest03438,52,Statement.execute Scary5 High confidence
BenchmarkTest03439,58,Statement.execute Scary5 High confidence
BenchmarkTest03440,53,Statement.execute Scary7 Normal confidence
BenchmarkTest03441,58,Statement.execute Scary5 High confidence
BenchmarkTest03442,58,Statement.execute Scary5 High confidence
BenchmarkTest03443,52,Statement.execute Scary5 High confidence
BenchmarkTest03444,53,Statement.execute Scary5 High confidence
BenchmarkTest03445,55,Statement.execute Scary5 High confidence
BenchmarkTest03446,60,Statement.execute Scary5 High confidence
BenchmarkTest03447,58,Statement.execute Scary5 High confidence
BenchmarkTest03448,52,Statement.execute Scary5 High confidence
BenchmarkTest03449,65,Statement.execute Scary7 Normal confidence
BenchmarkTest03450,71,Statement.execute Scary5 High confidence
BenchmarkTest03451,52,Statement.execute Scary5 High confidence
BenchmarkTest03452,55,Statement.execute Scary5 High confidence
BenchmarkTest03453,58,Statement.executeQuery Scary5 High confidence
BenchmarkTest03454,58,Statement.executeQuery Scary5 High confidence
BenchmarkTest03455,58,Statement.executeQuery Scary5 High confidence
BenchmarkTest03456,52,Statement.executeQuery Scary5 High confidence
BenchmarkTest03457,58,Statement.executeUpdate Scary5 High confidence
BenchmarkTest03458,52,Statement.executeUpdate Scary5 High confidence
BenchmarkTest03459,56,Statement.executeUpdate Scary5 High confidence
BenchmarkTest03460,52,Statement.executeUpdate Scary5 High confidence
BenchmarkTest03461,65,Statement.executeUpdate Scary7 Normal confidence
BenchmarkTest03462,58,Statement.executeUpdate Scary5 High confidence
BenchmarkTest03463,58,Statement.executeUpdate Scary5 High confidence
BenchmarkTest03464,66,Statement.executeUpdate Scary7 Normal confidence
BenchmarkTest03465,71,Statement.executeUpdate Scary5 High confidence
BenchmarkTest03466,52,Statement.executeUpdate Scary5 High confidence
BenchmarkTest03467,52,Statement.executeUpdate Scary5 High confidence
BenchmarkTest03468,60,Statement.executeUpdate Scary5 High confidence
BenchmarkTest03469,58,Statement.executeUpdate Scary5 High confidence
BenchmarkTest03470,52,Statement.executeUpdate Scary5 High confidence
BenchmarkTest03471,55,Statement.executeUpdate Scary5 High confidence
BenchmarkTest03472,60,Statement.executeUpdate Scary5 High confidence
BenchmarkTest03473,52,Statement.executeUpdate Scary5 High confidence
BenchmarkTest03474,58,Statement.executeUpdate Scary5 High confidence
BenchmarkTest03475,66,Statement.executeUpdate Scary7 Normal confidence
BenchmarkTest03476,52,Statement.executeUpdate Scary5 High confidence
BenchmarkTest03477,55,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04016,63,Connection.prepareCall Scary5 High confidence
BenchmarkTest04017,57,Connection.prepareCall Scary5 High confidence
BenchmarkTest04018,65,Connection.prepareCall Scary5 High confidence
BenchmarkTest04019,57,Connection.prepareCall Scary5 High confidence
BenchmarkTest04020,58,Connection.prepareCall Scary7 Normal confidence
BenchmarkTest04021,58,Connection.prepareCall Scary7 Normal confidence
BenchmarkTest04022,65,Connection.prepareCall Scary5 High confidence
BenchmarkTest04023,63,Connection.prepareCall Scary5 High confidence
BenchmarkTest04024,63,Connection.prepareCall Scary5 High confidence
BenchmarkTest04025,76,Connection.prepareCall Scary5 High confidence
BenchmarkTest04026,57,Connection.prepareCall Scary5 High confidence
BenchmarkTest04027,58,Connection.prepareCall Scary5 High confidence
BenchmarkTest04028,57,Connection.prepareCall Scary5 High confidence
BenchmarkTest04029,65,Connection.prepareCall Scary5 High confidence
BenchmarkTest04030,63,Connection.prepareCall Scary5 High confidence
BenchmarkTest04031,57,Connection.prepareCall Scary5 High confidence
BenchmarkTest04032,61,Connection.prepareCall Scary5 High confidence
BenchmarkTest04033,60,Connection.prepareCall Scary5 High confidence
BenchmarkTest04034,63,Connection.prepareCall Scary5 High confidence
BenchmarkTest04035,58,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest04036,57,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04037,58,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04038,63,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04039,63,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04040,65,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04041,61,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04042,60,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04043,63,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04044,70,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest04045,63,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04046,63,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04047,63,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04048,57,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04049,57,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04050,61,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04051,57,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04052,76,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04053,57,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04054,70,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest04055,58,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest04056,65,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04057,63,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04058,61,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04059,63,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04060,58,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest04061,57,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04062,58,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04063,76,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04064,58,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest04065,57,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04066,70,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest04067,76,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04068,57,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04069,58,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04070,61,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04071,57,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04072,65,Statement.addBatch Scary5 High confidence
BenchmarkTest04073,58,Statement.addBatch Scary7 Normal confidence
BenchmarkTest04074,71,Statement.addBatch Scary7 Normal confidence
BenchmarkTest04075,63,Statement.addBatch Scary5 High confidence
BenchmarkTest04076,57,Statement.addBatch Scary5 High confidence
BenchmarkTest04077,60,Statement.addBatch Scary5 High confidence
BenchmarkTest04078,76,Statement.addBatch Scary5 High confidence
BenchmarkTest04079,63,Statement.addBatch Scary5 High confidence
BenchmarkTest04080,63,Statement.execute Scary5 High confidence
BenchmarkTest04081,71,Statement.execute Scary7 Normal confidence
BenchmarkTest04082,58,Statement.execute Scary5 High confidence
BenchmarkTest04083,65,Statement.execute Scary5 High confidence
BenchmarkTest04084,57,Statement.execute Scary5 High confidence
BenchmarkTest04085,71,Statement.execute Scary7 Normal confidence
BenchmarkTest04086,57,Statement.execute Scary5 High confidence
BenchmarkTest04087,60,Statement.execute Scary5 High confidence
BenchmarkTest04088,65,Statement.execute Scary5 High confidence
BenchmarkTest04089,58,Statement.execute Scary7 Normal confidence
BenchmarkTest04090,65,Statement.execute Scary5 High confidence
BenchmarkTest04091,57,Statement.execute Scary5 High confidence
BenchmarkTest04092,57,Statement.execute Scary5 High confidence
BenchmarkTest04093,76,Statement.execute Scary5 High confidence
BenchmarkTest04094,63,Statement.execute Scary5 High confidence
BenchmarkTest04095,65,Statement.execute Scary5 High confidence
BenchmarkTest04096,57,Statement.execute Scary5 High confidence
BenchmarkTest04097,60,Statement.execute Scary5 High confidence
BenchmarkTest04098,63,Statement.execute Scary5 High confidence
BenchmarkTest04099,70,Statement.executeQuery Scary7 Normal confidence
BenchmarkTest04100,63,Statement.executeQuery Scary5 High confidence
BenchmarkTest04101,58,Statement.executeUpdate Scary7 Normal confidence
BenchmarkTest04102,62,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04103,70,Statement.executeUpdate Scary7 Normal confidence
BenchmarkTest04104,63,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04105,65,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04106,61,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04107,76,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04108,58,Statement.executeUpdate Scary7 Normal confidence
BenchmarkTest04109,63,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04110,71,Statement.executeUpdate Scary7 Normal confidence
BenchmarkTest04111,57,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04112,57,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04113,63,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04114,65,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04115,57,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04116,62,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04117,58,Statement.executeUpdate Scary7 Normal confidence
BenchmarkTest04118,76,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04119,57,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04120,62,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04121,70,Statement.executeUpdate Scary7 Normal confidence
BenchmarkTest04122,58,Statement.executeUpdate Scary7 Normal confidence
BenchmarkTest04628,56,Connection.prepareCall Scary5 High confidence
BenchmarkTest04629,62,Connection.prepareCall Scary5 High confidence
BenchmarkTest04630,56,Connection.prepareCall Scary5 High confidence
BenchmarkTest04631,60,Connection.prepareCall Scary5 High confidence
BenchmarkTest04632,75,Connection.prepareCall Scary5 High confidence
BenchmarkTest04633,62,Connection.prepareCall Scary5 High confidence
BenchmarkTest04634,56,Connection.prepareCall Scary5 High confidence
BenchmarkTest04635,62,Connection.prepareCall Scary5 High confidence
BenchmarkTest04636,60,Connection.prepareCall Scary5 High confidence
BenchmarkTest04637,56,Connection.prepareCall Scary5 High confidence
BenchmarkTest04638,75,Connection.prepareCall Scary5 High confidence
BenchmarkTest04639,62,Connection.prepareCall Scary5 High confidence
BenchmarkTest04640,56,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04641,70,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest04642,56,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04643,57,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04644,62,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04645,57,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04646,75,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04647,64,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04648,56,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04649,62,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04650,56,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04651,57,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest04652,62,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04653,57,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest04654,64,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04655,62,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04656,62,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04657,56,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04658,75,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04659,56,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04660,61,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04661,62,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04662,64,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04663,62,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04664,56,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04665,59,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04666,61,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04667,69,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest04668,62,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04669,62,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04670,60,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04671,75,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04672,62,Connection.prepareStatement Scary5 High confidence
BenchmarkTest04673,56,Statement.addBatch Scary5 High confidence
BenchmarkTest04674,57,Statement.addBatch Scary7 Normal confidence
BenchmarkTest04675,62,Statement.addBatch Scary5 High confidence
BenchmarkTest04676,62,Statement.addBatch Scary5 High confidence
BenchmarkTest04677,75,Statement.addBatch Scary5 High confidence
BenchmarkTest04678,56,Statement.addBatch Scary5 High confidence
BenchmarkTest04679,56,Statement.addBatch Scary5 High confidence
BenchmarkTest04680,64,Statement.execute Scary5 High confidence
BenchmarkTest04681,56,Statement.execute Scary5 High confidence
BenchmarkTest04682,56,Statement.execute Scary5 High confidence
BenchmarkTest04683,62,Statement.execute Scary5 High confidence
BenchmarkTest04684,62,Statement.execute Scary5 High confidence
BenchmarkTest04685,56,Statement.execute Scary5 High confidence
BenchmarkTest04686,57,Statement.execute Scary5 High confidence
BenchmarkTest04687,57,Statement.execute Scary7 Normal confidence
BenchmarkTest04688,62,Statement.execute Scary5 High confidence
BenchmarkTest04689,57,Statement.execute Scary7 Normal confidence
BenchmarkTest04690,62,Statement.execute Scary5 High confidence
BenchmarkTest04691,56,Statement.execute Scary5 High confidence
BenchmarkTest04692,59,Statement.execute Scary5 High confidence
BenchmarkTest04693,56,Statement.execute Scary5 High confidence
BenchmarkTest04694,69,Statement.execute Scary7 Normal confidence
BenchmarkTest04695,62,Statement.execute Scary5 High confidence
BenchmarkTest04696,56,Statement.execute Scary5 High confidence
BenchmarkTest04697,57,Statement.execute Scary5 High confidence
BenchmarkTest04698,64,Statement.executeQuery Scary5 High confidence
BenchmarkTest04699,56,Statement.executeQuery Scary5 High confidence
BenchmarkTest04700,56,Statement.executeQuery Scary5 High confidence
BenchmarkTest04701,59,Statement.executeQuery Scary5 High confidence
BenchmarkTest04702,75,Statement.executeQuery Scary5 High confidence
BenchmarkTest04703,57,Statement.executeUpdate Scary7 Normal confidence
BenchmarkTest04704,62,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04705,62,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04706,62,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04707,56,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04708,56,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04709,57,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04710,60,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04711,75,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04712,64,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04713,56,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04714,57,Statement.executeUpdate Scary7 Normal confidence
BenchmarkTest04715,69,Statement.executeUpdate Scary7 Normal confidence
BenchmarkTest04716,56,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04717,75,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04718,64,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04719,61,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04720,64,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04721,57,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04722,57,Statement.executeUpdate Scary7 Normal confidence
BenchmarkTest04723,57,Statement.executeUpdate Scary7 Normal confidence
BenchmarkTest04724,62,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04725,56,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04726,57,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04727,56,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04728,59,Statement.executeUpdate Scary5 High confidence
BenchmarkTest04729,62,Statement.executeUpdate Scary5 High confidence
BenchmarkTest05239,61,Connection.prepareCall Scary7 Normal confidence
BenchmarkTest05240,58,Connection.prepareCall Scary7 Normal confidence
BenchmarkTest05241,54,Connection.prepareCall Scary7 Normal confidence
BenchmarkTest05242,72,Connection.prepareCall Scary7 Normal confidence
BenchmarkTest05243,53,Connection.prepareCall Scary7 Normal confidence
BenchmarkTest05244,54,Connection.prepareCall Scary7 Normal confidence
BenchmarkTest05245,53,Connection.prepareCall Scary7 Normal confidence
BenchmarkTest05246,59,Connection.prepareCall Scary7 Normal confidence
BenchmarkTest05247,53,Connection.prepareCall Scary7 Normal confidence
BenchmarkTest05248,57,Connection.prepareCall Scary7 Normal confidence
BenchmarkTest05249,53,Connection.prepareCall Scary7 Normal confidence
BenchmarkTest05250,61,Connection.prepareCall Scary7 Normal confidence
BenchmarkTest05251,58,Connection.prepareCall Scary7 Normal confidence
BenchmarkTest05252,61,Connection.prepareCall Scary7 Normal confidence
BenchmarkTest05253,59,Connection.prepareCall Scary7 Normal confidence
BenchmarkTest05254,67,Connection.prepareCall Scary7 Normal confidence
BenchmarkTest05255,57,Connection.prepareCall Scary7 Normal confidence
BenchmarkTest05256,53,Connection.prepareCall Scary7 Normal confidence
BenchmarkTest05257,59,Connection.prepareCall Scary7 Normal confidence
BenchmarkTest05258,61,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest05259,53,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest05260,58,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest05261,67,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest05262,53,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest05263,59,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest05264,54,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest05265,61,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest05266,59,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest05267,72,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest05268,72,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest05269,54,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest05270,58,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest05271,59,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest05272,59,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest05273,53,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest05274,53,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest05275,53,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest05276,61,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest05277,59,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest05278,61,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest05279,53,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest05280,58,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest05281,59,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest05282,67,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest05283,72,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest05284,57,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest05285,53,Connection.prepareStatement Scary7 Normal confidence
BenchmarkTest05286,61,Statement.addBatch Scary7 Normal confidence
BenchmarkTest05287,54,Statement.addBatch Scary7 Normal confidence
BenchmarkTest05288,66,Statement.addBatch Scary7 Normal confidence
BenchmarkTest05289,72,Statement.addBatch Scary7 Normal confidence
BenchmarkTest05290,54,Statement.addBatch Scary7 Normal confidence
BenchmarkTest05291,53,Statement.addBatch Scary7 Normal confidence
BenchmarkTest05292,72,Statement.addBatch Scary7 Normal confidence
